cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49
216_10,0,0,1,2,2,2,2,1,1,0,2,1,1,0,0,1,0,1,1,1,2,1,2,2,0,0,1,2,2,0,2,0,0,1,2,1,2,2,2,0,1,1,2,1,1,0,0,2,0,0
216_9,0,0,1,2,0,2,2,1,1,0,0,1,1,0,0,1,0,1,1,1,2,1,2,2,0,1,1,2,2,0,2,1,0,1,2,1,2,2,2,0,1,1,2,1,1,0,0,2,0,0
I24,0,0,0,2,0,0,2,1,1,2,2,0,1,0,0,1,0,2,1,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,2,0,0,2,1,1,0,0,0,1,0,0,0,2,0,1
I25,0,2,0,2,0,1,2,1,1,2,2,0,1,0,0,1,0,2,1,0,1,0,1,1,0,2,0,1,2,0,1,0,1,0,2,0,0,2,1,1,1,0,1,1,0,1,2,2,1,1
I26,0,2,2,2,0,1,2,1,1,2,2,2,1,0,0,1,1,2,1,0,1,0,1,1,1,2,0,1,2,1,1,0,1,2,2,2,0,2,1,1,1,2,1,1,0,1,2,2,1,1
216_2,0,2,2,2,0,1,2,1,1,2,2,2,1,0,0,1,1,2,1,0,1,0,1,1,1,2,0,1,2,1,1,0,1,2,2,2,0,2,1,1,1,2,1,1,0,1,2,2,1,1
216_1,0,2,2,2,0,1,2,1,1,2,2,2,1,0,1,1,1,2,1,0,1,0,1,1,1,2,0,1,2,1,1,0,1,2,2,2,0,2,1,1,1,2,1,1,0,1,2,2,1,1
I27,0,2,0,2,0,1,2,1,1,2,2,1,1,0,0,1,0,2,1,0,1,0,1,1,0,2,0,1,2,0,1,1,1,1,2,1,0,2,1,1,1,2,1,1,0,1,2,2,1,1
216_4,0,2,0,2,0,1,2,1,1,2,2,1,1,0,0,1,1,2,1,0,1,0,1,1,0,2,0,1,2,0,1,1,1,1,2,1,0,2,1,1,1,2,1,1,0,1,2,2,1,1
216_3,2,2,1,2,0,1,2,1,1,2,2,1,1,0,0,1,0,2,1,0,1,0,1,1,0,2,0,1,2,0,1,1,1,1,2,1,0,2,1,1,1,2,1,1,0,1,2,2,1,1
I28,0,0,0,2,0,0,2,1,1,2,2,2,1,0,0,1,0,2,1,0,1,2,1,0,0,0,0,2,2,0,1,0,1,0,2,0,0,2,1,1,1,1,0,1,0,0,0,2,0,1
I29,0,0,0,2,0,2,2,1,1,2,2,2,1,0,0,1,0,2,1,0,1,2,1,0,0,2,0,2,2,0,1,0,1,0,2,0,0,2,1,1,1,1,0,1,0,0,2,2,1,1
216_8,0,0,0,2,0,2,2,1,1,2,2,2,1,0,0,1,0,2,1,0,1,2,1,0,0,2,0,2,2,0,1,0,1,0,2,0,0,2,1,1,1,1,2,1,0,0,2,2,1,1
216_7,0,0,0,2,0,2,2,1,1,2,2,2,1,0,0,1,0,2,1,0,1,2,1,0,0,2,0,2,2,2,1,1,1,0,2,0,0,2,1,1,1,1,0,1,0,0,2,2,1,1
I30,0,0,0,2,0,0,2,1,1,2,2,2,1,0,2,1,0,2,1,1,1,2,1,2,0,2,2,2,2,0,1,0,1,2,2,0,0,2,1,1,1,1,0,1,0,0,0,2,0,1
216_6,0,0,0,2,0,0,2,1,1,2,2,2,1,0,2,1,0,2,1,1,1,2,1,2,0,2,2,2,2,0,1,2,1,2,2,0,0,2,1,1,1,1,0,1,0,2,0,2,0,1
216_5,0,1,0,2,0,0,2,1,1,2,2,2,1,0,2,1,0,2,1,1,1,2,1,2,0,2,2,2,2,0,1,0,1,2,2,0,2,2,1,1,1,1,0,1,0,0,0,2,0,1
Evolve tree: [&R] (((((216_5:23,216_6:23)I30:40,(216_7:21,216_8:21)I29:42)I28:45,((216_3:18,216_4:18)I27:43,(216_1:17,216_2:17)I26:44)I25:47)I24:49,(((216_9:17,216_10:17)I23:41,(216_11:15,216_12:15)I22:43)I21:50,((216_15:11,216_16:11)I20:43,(216_13:9,216_14:9)I19:45)I18:54)I17:49)I16:46,((((216_29:23,216_30:23)I15:44,(216_31:19,216_32:19)I14:48)I13:44,((216_25:22,216_26:22)I12:43,(216_27:16,216_28:16)I11:49)I10:46)I9:45,(((216_17:15,216_18:15)I8:41,(216_19:14,216_20:14)I7:42)I6:48,((216_21:6,216_22:6)I5:49,(216_23:1,216_24:1)I4:54)I3:49)I2:52)I1:47)I0:12;
